Emotion,Text
0," Um ... let me see now , is it 18 or 19 , I can never remember ... 18 ... 19 next birthday . Tthat's it . "
0, What does she look like ? 
0, Well ... 
0," Pretty , is she ? "
0, Yes ... quite pretty . 
0,"Are you free tomorrow , Sam ? "
0," Yeah , what's up ? "
0, I'm going to go hiking . Do you want to join me ? 
4,I like to stay here . 
0, Why ? 
4, People are very kind down your way . You ’ re lucky . 
0," Yes , do you always gather to welcome new comers ? "
0, Never . 
6, Really ? 
0, Yeah . People down our way hardly speak to each other . 
0,"You are studying here , aren ’ t you ? "
0, Yes . I have been here for three years . 
0, Do you like this campus ? 
2, Well . I ’ m rather disappointed with it . 
0, How come ? 
2, It ’ s too old . And it isn ’ t as specious as I expected . 
0," Oh.It ’ s awful , but it can ’ t be helped . "
0, I ’ ll just have to put up with it . 
0,Why don't you go out with Jack ? 
2, He makes me sick . 
0,Wow ! What happened to you ? You look sad . 
5, I just lost my job . My boss just told me . 
0, That's unbelievable . Why did this happen ? 
5, I don't understand of myself . It seems they have to save money . 
0, I cant't believe it . You've worked here for years . 
0,"How can I lose weight , doctor ? I seem to get fatter even when I just look at food ? "
0," Well , Jim . It is a combination of how much you eat , the type of food you eat , and when you eat your meals . "
0, I never eat breakfast though . 
0," That's a big mistake , you should always have a good breakfast . You will not run your car without fuel , and yet you won't expect your body to work without food . "
0, I never thought about it that way . 
0," I bet you eat a large evening meal , then sit and watch TV or read a book . Then instead of burning off your energy , your body stores it as fat . "
4," Oh doctor , I feel so foolish . "
0, Well control is really using common sense when you plan your eating habits . 
4," I know doctor , thank you so much . "
0,I think the biggest environment problem in my country is air pollution . 
0," Yes , I agree . The air here is much more polluted than in my country . "
0, That's because your country is more agricultural and has much less industry . 
0," Yeah , you are right . "
0," We have reduced emission of air pollutants in recent years , but cars are still a major source of them . Factories have become cleaner as stricter environment pollution laws have been introduced . "
0, The problem is now on a truly global scale . I don't believe that any single country can do anything about it . 
0, I think you're right . An international response to this problem is needed . 
0,"Excuse me , can you tell me where I can take a taxi ? This is the first time I have been in England , so I don't know where I can do at all . "
0, Of course.Don ' t worry . I'll call one for you . 
0," Thank you very much , by the way , is it quite expensive to take a taxi ? "
0," Yes , besides it versa according to the distance . "
0," All right . I only hope to get a skillful driver , and drive me to my stop safe way . "
0, No problem . 
0," Thanks a lot , bye bye . "
0," You are welcome , bye . "
4,Whose handset sounds so beautiful 
4," Mine . It's My Heart Will Go On , the theme song of Titanic . Isn't it of strong character ? "
0, Are you able to compose music ? 
0," No , not yet . "
0, Who composed it for your ? 
0, You needn't ask anyone . You can get on line to search for one . 
0," Can I get on line to search one , too ? "
0, Yeah . Web sites provide many melodies for handsets like my ERICSSON . 
0, What about my SIEMENS ? 
0, Numerous . It's time that everybody is particular about personality.Find one and change yours . 
1,I don't know what to do about the people who live in the flat above me ! 
0, Why ? What are they like ? 
1, They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep ! 
0, Have you ever talked to them about it ? 
1," I tried to introduce myself to them when they moved in , but they were so arrogant that I didin't want to ever talk to them again ! "
0, What did they say ? 
1, They both just talk about how great they are all the time . 
1, They soud like the neighbours from hell ! 
1," They are ! Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment . "
0, I thought you didn't talk to them much . 
0," I don't , but they talk so loudly that I can hear what they're talking about from my bedroom - and it's not very nice . "
0, What do the other people in your apartment think about them ? 
0, Most of my other neighbours are scared of them . 
0, Maybe you should think about moving . 
2, I can't afford to move right now . 
0," Well , perhaps you should have a party and try to get to know them better . Maybe once you get to know them , they'll turn out to be more sensitive . "
2," I think you're being a bit optimistic . If you met them , you'd understand . "
0," Well , I don't know what else you could do then . Do you think bribing them with chocolate would work ? "
4,"It's nice and bright today , isn't it ? "
4," Yes , the autumn is marvelous here . "
0," Tomorrow will be fine too , I think . "
0, I hope so . 
0,"Susan , I am inviting you and Frank to our house warming party this weekend . "
0, A house warming party ? 
0," Yes , Deborah and I are going to buy a new home in Woodlawn . "
4, Congratulations ! That ’ s wonderful . I bet both of you are quite happy . 
0," Well , we have always dreamed of owning our own home , but real estate in this area is extremely expensive . "
0," I understand . That ’ s why Christopher and I want to find a place in a small town , far from the city . "
0, That ’ s a good idea if you can find employment nearby . 
0," I agree . That ’ s why Christopher is already looking for a job in Maine , or Wisconsin . "
0,Tell me something about your Valentine's Day . 
4," Ok , on that day , boys usually give roses to the sweet hearts and girls give them chocolate in return . "
4, So romantic.young people must have lot of fun . 
4," Yeah , that is what the holiday is for , isn't it ? "
0,"How are you doing , Andrew ? "
0, Not well . I ’ Ve been feeling pretty lonely lately . 
0, But you have so many friends ! How could you be lonely ? 
0," You know what they say'a friend to all is a friend to none ' . I don ’ t feel like I really know any of my friends . In fact , I should probably call them acquaintances , not friends . "
0, What about me ? I ’ m your friend . 
0," I know you are , you are my girlfriend . I wish I had a guy friend to hang out with sometimes . "
0," I know what you mean . I find it difficult to make new friends , too . It ’ s not as easy as it was when we were young , is it ? "
0, Not at all . 
4, I ’ Ve made a lot of new friends since I started learning English . Maybe you could join a club or take a class to make some new friends . 
4, That ’ s a good idea . 
0, What kind of qualities do you look for in a friend ? 
0, I ’ m not sure . I guess I ’ d like to meet some people who have a positive attitude and want to have a good time . 
4, People who play ultimate Frisbee have a positive attitude ; maybe you should join the ultimate Frisbee club . 
4, That ’ s a possibility . Thanks ! 
0,He dresses in plain clothes and drives an old car . Who would know he is the richest man in town ? 
0, You can't judge a book by its cover . 
0,"Oh , I must have been sitting in the same position too long . My legs have fallen asleep . "
0, Shift it a little before you get up . 
0, And I need to stretch my legs now . 
0,"Hey Susan , what are you coming as this year ? "
